Progress,UserLanguage,Collection,LE3.199,LE3.200,LE3.201,LE5.012,LE5.013,LE5.014,LE5.015,LE5.016,LE5.017,LE5.018,LE5.019,LE5.020,LE5.021,LE5.022,LE5.023,LE5.024,LE5.025,LE5.026,LE5.027,LE5.028,LE5.029,LE5.030,LE5.031
100,RU,Pilot,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, , 2 copies, 50%,Storing information for protein synthesis,Less 50%,One gene, 48 pairs,A process by which human beings can consciously change their DNA,1 million,Many genes,Points of genetic variation,100% identical,Does not lead to the production of proteins,Yes, ,Yes,True,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,Pilot,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, , 1 copy,99.9%,Storing information for protein synthesis,90%, ,23 pairs, ,20000, , , , ,Yes, , ,False, , 
100,RU,Pilot,Agree,Agree,Agree,The entire sequence of an individual's DNA, GHPO, 23 copies,75%,Storing information for protein synthesis,Less 50%,Many genes,27 pairs,A change in gene expression,1 million,One gene,Points of genetic variation,More than 90% the same,Is removed when passed from parent to offspring,Yes,CERN,No,False,True,If someone has insomnia this is approximately 30% due to their genes
100,RU,Pilot,Agree,Agree,Agree,The entire sequence of an individual's DNA, GCTA, 2 copies, 50%,Storing information for protein synthesis,Less 50%,Many genes,23 pairs,A change in gene expression,20000,One gene,Points of genetic variation,More than 90% the same,Does not lead to the production of proteins,No,ERP,No,True,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,Pilot,Strongly disagree,Strongly disagree,Strongly disagree,All the genes in DNA, GCTA, 2 copies, 50%,Storing information for protein synthesis,Less 50%,Many genes,23 pairs,A change of the genetic code itself,1 million,One gene,Building blocks of the DNA,More than 90% the same,Does not lead to the production of proteins,Yes,CERN,Yes,True,True,If someone has insomnia this is approximately 30% due to their genes
100,RU,Pilot,Strongly agree,Strongly agree,Agree,All the genes in DNA, HTPR, 23 copies, 50%,Storing information for protein synthesis,More than 99%,One gene,23 pairs,A change in gene expression,1 million,Many genes,Deoxyribonucleic Acid,More than 90% the same,Does not lead to the production of proteins,Yes,PCR,Yes,True,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,Pilot,Strongly agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GHPO, 1 copy, 50%,Storing information for protein synthesis,Less 50%,Many genes,23 pairs,A change in gene expression,1 million,Many genes,Proteins found in the brain,100% identical,Is non-human DNA,No,CRISPR,No,True,True,Approximately 30% of people will experience insomnia at some point in their lives
100,RU,Pilot,Strongly disagree,Strongly disagree,Strongly disagree,The entire sequence of an individual's DNA, HTPR, 2 copies, 50%,Storing information for protein synthesis,Less 50%,Many genes,23 pairs,A change in gene expression,20000,One gene,Points of genetic variation,100% identical,Does not lead to the production of proteins,Yes,CERN,No,True,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,Pilot,Agree,Agree,Agree,All the genes in DNA, GCTA, 23 copies, 50%,Storing information for protein synthesis,Less 50%,One gene,23 pairs,A process by which human beings can consciously change their DNA,2000,Many genes,Points of genetic variation,More than 90% the same,Does not lead to the production of proteins,No,ERP,No,False,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,Pilot,Strongly agree,Strongly agree,Agree,All the genes in DNA, HTPR, 2 copies, 50%,Storing information for protein synthesis,75%,One gene,23 pairs,A change in gene expression,1 million,Many genes,Points of genetic variation,Entirely different,Does not lead to the production of proteins,No,CERN,No,False,False,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,Pilot,Strongly disagree,Agree,Agree,All the genes in DNA, GHPO,5 copies,99.9%,Storing information for protein synthesis,Less 50%,Many genes, 10 pairs,A change in gene expression,2000,One gene,Proteins found in the brain,Entirely different,Is removed when passed from parent to offspring,Yes,CRISPR,Yes,True,True,If someone has insomnia this is approximately 30% due to their genes
100,RU,Pilot,Agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, 23 copies,75%,Storing information for protein synthesis,Less 50%,One gene,23 pairs,A change in gene expression,3 billion,Many genes,Points of genetic variation,More than 90% the same,Is removed when passed from parent to offspring,Yes,CRISPR,Yes,False,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,Pilot,Strongly agree,Agree,Agree,The entire sequence of an individual's DNA, , , 50%,Storing information for protein synthesis,Less 50%,Many genes,23 pairs,A change in gene expression, ,Many genes,Points of genetic variation,More than 90% the same,Does not lead to the production of proteins,Yes,PCR,Yes,True,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,Pilot,Agree,Agree,Agree,All the genes in DNA, GCTA, 2 copies, 50%,Storing information for protein synthesis,Less 50%,Many genes,23 pairs,A change in gene expression,2000,Many genes,Points of genetic variation,About 50% the same,Is removed when passed from parent to offspring,Yes,CERN,No,True,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,Pilot,Agree,Agree,Agree,All the genes in DNA, GHPO, 2 copies,99.9%,Storing information for protein synthesis,Less 50%,Many genes, 10 pairs,A change in gene expression,1 million,Many genes,Points of genetic variation,About 50% the same,Does not lead to the production of proteins,No,CERN,No,True,False,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,Pilot,Agree,Agree,Agree, , , , , , , , , , , , , , , , , , , , 
100,RU,Pilot,Agree,Agree,Agree,The entire sequence of an individual's DNA, , 23 copies, 50%,Storing information for protein synthesis,More than 99%,Many genes, 48 pairs,A change in gene expression,1 million,Many genes, , , , , , , , , 
100,RU,Pilot,Strongly disagree,Agree,Agree,The entire sequence of an individual's DNA,LFWE, 1 copy,75%,Storing information for protein synthesis,Less 50%,Many genes,27 pairs,A change of the genetic code itself,20000,Many genes,Building blocks of the DNA,More than 90% the same,Is removed when passed from parent to offspring,Yes,ERP,No,True,False,If someone has insomnia this is approximately 30% due to their genes
100,RU,Pilot,Agree,Agree,Agree,All the genes in DNA, GCTA, 2 copies, 50%,Storing information for protein synthesis,Less 50%,Many genes,23 pairs,A change in gene expression,3 billion,Many genes,Building blocks of the DNA,100% identical,Does not lead to the production of proteins,No,PCR,No,False,False,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,Pilot,Disagree,Agree,Agree,All the genes in DNA, , 23 copies, ,Storing information for protein synthesis, ,One gene,23 pairs, , ,One gene, , ,Is not composed of nucleotides,Yes, ,Yes,False, ,There is an approximately 30% chance that someone will pass insomnia onto their children
50,EN,Pilot, , , , , , , , , , , , , , , , , , , , , , , 
100,RU,Pilot,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, HTPR, 1 copy,99.9%,Storing information for protein synthesis,Less 50%,One gene,23 pairs,A process by which human beings can consciously change their DNA,3 billion,Many genes,Points of genetic variation,About 50% the same,Is removed when passed from parent to offspring,Yes,CRISPR,Yes,True,True,Approximately 30% of people will experience insomnia at some point in their lives
100,RU,Pilot,Agree,Disagree,Disagree,The entire sequence of an individual's DNA, GCTA, , , , , , , , , , , , , , , , , , 
100,RU,Pilot,Disagree,Strongly disagree,Disagree,All the genes in DNA, GCTA, 23 copies,75%,Storing information for protein synthesis,75%,Many genes,23 pairs,A change in gene expression,1 million,Many genes,Points of genetic variation,100% identical,Does not lead to the production of proteins,No,ERP,No,True,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,Pilot,Strongly agree,Strongly agree,Strongly disagree,All the genes in DNA, GCTA, 23 copies, 50%,Storing information for protein synthesis,Less 50%,Many genes,23 pairs,A change of the genetic code itself,20000,One gene,Points of genetic variation,100% identical,Does not lead to the production of proteins,Yes,CRISPR,No,True,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,Pilot,Agree,Agree,Neither agree nor disagree,The entire sequence of an individual's DNA, HTPR, 1 copy,99.9%,Storing information for protein synthesis,Less 50%,One gene,23 pairs,A change in gene expression,3 billion,One gene,Deoxyribonucleic Acid,100% identical,Is non-human DNA,Yes,PCR,No,False,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,Pilot,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, 2 copies,99.9%,Storing information for protein synthesis,Less 50%,One gene,23 pairs,Gene splicing,20000,One gene,Points of genetic variation,Entirely different,Does not lead to the production of proteins,Yes,CERN,No,False,False,If someone has insomnia this is approximately 30% due to their genes
100,RU,Pilot,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, GHPO, 1 copy,75%,Storing information for protein synthesis,More than 99%,Many genes,23 pairs,A change in gene expression,20000,Many genes,Points of genetic variation,100% identical,Is not composed of nucleotides,No,CERN,No,False,True,There is an approximately 30% chance that someone will pass insomnia onto their children
20,ES-ES,Pilot, , , , , , , , , , , , , , , , , , , , , , , 
25,ES-ES,Pilot, , , , , , , , , , , , , , , , , , , , , , , 
49,ES-ES,Pilot,Strongly disagree,Strongly disagree,Strongly disagree, , , , , , , , , , , , , , , , , , , , 
62,ES-ES,Pilot,Agree,Neither agree nor disagree,Agree,All the genes in DNA, GCTA, 1 copy,75%,Storing information for protein synthesis,Less 50%,Many genes,23 pairs, , ,Many genes, ,More than 90% the same, ,No,PCR,No, , ,There is an approximately 30% chance that someone will pass insomnia onto their children
100,ES-ES,Pilot,Strongly disagree,Strongly disagree,Strongly disagree,All the genes in DNA, GCTA, 1 copy, 50%,Storing information for protein synthesis,Less 50%,Many genes,23 pairs,Gene splicing,3 billion,One gene,Points of genetic variation,100% identical,Does not lead to the production of proteins,Yes,ERP,No,True,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,Pilot,Strongly disagree,Strongly disagree,Strongly disagree,All the genes in DNA, HTPR, 23 copies,75%,Storing information for protein synthesis,Less 50%,One gene,23 pairs,A change of the genetic code itself,3 billion,Many genes,Points of genetic variation,More than 90% the same,Is not composed of nucleotides,Yes,CRISPR,No,True,False,Genetic influences account for approximately 30% of the differences between people in insomnia
63,RU,Pilot,Agree,Agree,Agree,All the genes in DNA, GCTA, 23 copies, 50%,Storing information for protein synthesis,Less 50%,Many genes,23 pairs,A change in gene expression,1 million,One gene,Points of genetic variation,About 50% the same,Does not lead to the production of proteins,Yes,PCR,No,False,True,If someone has insomnia this is approximately 30% due to their genes
100,ES-ES,Pilot,Agree,Agree,Agree,The entire sequence of an individual's DNA, GHPO, 23 copies,75%,To repair damage to a cell,Less 50%,Many genes,23 pairs,A change in gene expression,3 billion,Many genes,Points of genetic variation,About 50% the same,Is removed when passed from parent to offspring,Yes,CRISPR,Yes,True,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,ES-ES,Pilot,Agree,Agree,Strongly agree,All the genes in DNA, GCTA, 2 copies,75%,Storing information for protein synthesis,75%,Many genes,23 pairs,A process by which human beings can consciously change their DNA,1 million,Many genes,Points of genetic variation,100% identical,Is removed when passed from parent to offspring,Yes,CERN,No,True,True,There is an approximately 30% chance that someone will pass insomnia onto their children
64,ES-ES,Pilot,Agree,Agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, 1 copy, .01%,Storing information for protein synthesis,90%,Many genes,23 pairs,A change of the genetic code itself,20000,One gene,Points of genetic variation,More than 90% the same,Does not lead to the production of proteins,Yes,CRISPR,No,True,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,ES-ES,Pilot,Agree,Neither agree nor disagree,Agree,All the genes in DNA, GCTA, 2 copies, 50%,Storing information for protein synthesis,More than 99%,Many genes,23 pairs,A change in gene expression,1 million,Many genes,Points of genetic variation,100% identical,Does not lead to the production of proteins,Yes,CRISPR,No,True,True,If someone has insomnia this is approximately 30% due to their genes
100,ES-ES,Pilot,Neither agree nor disagree,Agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, 23 copies,75%,Storing information for protein synthesis,Less 50%,One gene,23 pairs,Gene splicing,3 billion,One gene,Points of genetic variation,100% identical,Does not lead to the production of proteins,Yes, ,No,False,True,There is an approximately 30% chance that someone will pass insomnia onto their children
